x,y,label
242.0,301.0,0
235.0,284.0,0
228.0,284.0,0
248.0,313.0,0
249.0,279.0,0
248.0,303.0,0
249.0,315.0,0
241.0,286.0,0
228.0,310.0,0
246.0,304.0,0
234.0,281.0,0
196.0,264.0,0
224.0,272.0,0
203.0,271.0,0
220.0,287.0,0
205.0,282.0,0
222.0,283.0,0
197.0,287.0,0
229.0,258.0,0
229.0,292.0,0
213.0,262.0,0
207.0,265.0,0
236.0,253.0,0
227.0,243.0,0
208.0,234.0,0
206.0,265.0,0
245.0,237.0,0
224.0,234.0,0
213.0,253.0,0
242.0,241.0,0
260.0,219.0,0
277.0,234.0,0
263.0,231.0,0
249.0,242.0,0
254.0,240.0,0
242.0,248.0,0
271.0,233.0,0
247.0,225.0,0
274.0,254.0,0
271.0,239.0,0
258.0,264.0,0
262.0,258.0,0
279.0,260.0,0
265.0,269.0,0
287.0,267.0,0
289.0,273.0,0
264.0,243.0,0
274.0,255.0,0
256.0,274.0,0
259.0,241.0,0
291.0,266.0,0
278.0,252.0,0
296.0,265.0,0
266.0,261.0,0
272.0,266.0,0
260.0,257.0,0
288.0,265.0,0
268.0,263.0,0
273.0,284.0,0
262.0,264.0,0
270.0,292.0,0
261.0,284.0,0
263.0,304.0,0
283.0,322.0,0
257.0,321.0,0
273.0,306.0,0
250.0,292.0,0
282.0,296.0,0
277.0,315.0,0
275.0,290.0,0
243.0,312.0,0
237.0,309.0,0
239.0,304.0,0
225.0,304.0,0
225.0,303.0,0
210.0,311.0,0
207.0,322.0,0
225.0,317.0,0
233.0,324.0,0
245.0,320.0,0
199.0,294.0,0
193.0,304.0,0
197.0,270.0,0
184.0,286.0,0
169.0,282.0,0
198.0,276.0,0
176.0,298.0,0
187.0,284.0,0
168.0,300.0,0
180.0,273.0,0
161.0,264.0,0
175.0,268.0,0
161.0,262.0,0
187.0,247.0,0
160.0,272.0,0
181.0,267.0,0
156.0,274.0,0
171.0,269.0,0
187.0,251.0,0
158.0,239.0,0
207.0,227.0,0
173.0,214.0,0
172.0,214.0,0
198.0,213.0,0
173.0,205.0,0
186.0,230.0,0
189.0,210.0,0
206.0,223.0,0
197.0,193.0,0
193.0,206.0,0
220.0,164.0,0
219.0,188.0,0
209.0,177.0,0
221.0,178.0,0
208.0,174.0,0
213.0,188.0,0
206.0,161.0,0
208.0,182.0,0
202.0,193.0,0
205.0,164.0,0
243.0,144.0,0
247.0,151.0,0
225.0,173.0,0
235.0,157.0,0
245.0,143.0,0
225.0,147.0,0
216.0,148.0,0
244.0,167.0,0
220.0,166.0,0
242.0,172.0,0
243.0,161.0,0
240.0,154.0,0
240.0,142.0,0
274.0,138.0,0
241.0,153.0,0
243.0,159.0,0
264.0,145.0,0
272.0,147.0,0
269.0,127.0,0
244.0,133.0,0
313.0,133.0,0
287.0,129.0,0
321.0,150.0,0
304.0,152.0,0
324.0,149.0,0
311.0,120.0,0
314.0,123.0,0
300.0,115.0,0
307.0,132.0,0
285.0,128.0,0
361.0,143.0,0
341.0,123.0,0
337.0,149.0,0
360.0,152.0,0
338.0,148.0,0
363.0,143.0,0
330.0,125.0,0
