x,y,label
424.0,294.0,0
444.0,294.0,0
421.0,287.0,0
460.0,271.0,0
453.0,263.0,0
457.0,272.0,0
446.0,270.0,0
431.0,294.0,0
458.0,264.0,0
422.0,266.0,0
446.0,304.0,0
443.0,308.0,0
449.0,285.0,0
441.0,289.0,0
440.0,284.0,0
438.0,292.0,0
446.0,317.0,0
419.0,280.0,0
427.0,306.0,0
423.0,294.0,0
404.0,356.0,0
434.0,359.0,0
424.0,328.0,0
433.0,330.0,0
424.0,326.0,0
411.0,359.0,0
432.0,359.0,0
421.0,356.0,0
435.0,323.0,0
417.0,333.0,0
389.0,370.0,0
374.0,364.0,0
389.0,346.0,0
368.0,372.0,0
397.0,374.0,0
389.0,371.0,0
377.0,384.0,0
393.0,382.0,0
371.0,376.0,0
396.0,370.0,0
322.0,397.0,0
321.0,400.0,0
335.0,390.0,0
337.0,377.0,0
313.0,389.0,0
301.0,375.0,0
335.0,396.0,0
324.0,406.0,0
306.0,367.0,0
317.0,386.0,0
297.0,408.0,0
289.0,396.0,0
283.0,409.0,0
295.0,408.0,0
295.0,414.0,0
288.0,388.0,0
274.0,402.0,0
300.0,412.0,0
271.0,409.0,0
284.0,398.0,0
235.0,388.0,0
248.0,403.0,0
234.0,390.0,0
231.0,397.0,0
267.0,402.0,0
238.0,396.0,0
260.0,416.0,0
245.0,399.0,0
268.0,416.0,0
243.0,393.0,0
219.0,431.0,0
231.0,420.0,0
221.0,424.0,0
239.0,429.0,0
234.0,406.0,0
213.0,428.0,0
207.0,417.0,0
208.0,416.0,0
215.0,405.0,0
237.0,434.0,0
211.0,410.0,0
203.0,420.0,0
205.0,434.0,0
205.0,426.0,0
174.0,408.0,0
208.0,413.0,0
180.0,414.0,0
208.0,424.0,0
193.0,426.0,0
177.0,430.0,0
159.0,413.0,0
162.0,404.0,0
188.0,422.0,0
168.0,402.0,0
164.0,410.0,0
152.0,401.0,0
159.0,417.0,0
183.0,422.0,0
173.0,427.0,0
156.0,424.0,0
136.0,414.0,0
143.0,403.0,0
140.0,385.0,0
120.0,414.0,0
125.0,413.0,0
124.0,380.0,0
136.0,415.0,0
132.0,388.0,0
152.0,386.0,0
149.0,395.0,0
90.0,354.0,0
95.0,385.0,0
91.0,371.0,0
85.0,391.0,0
111.0,379.0,0
109.0,369.0,0
91.0,368.0,0
86.0,374.0,0
75.0,359.0,0
84.0,373.0,0
89.0,356.0,0
89.0,332.0,0
83.0,329.0,0
71.0,338.0,0
54.0,345.0,0
79.0,338.0,0
91.0,326.0,0
87.0,318.0,0
55.0,341.0,0
79.0,338.0,0
47.0,307.0,0
54.0,294.0,0
66.0,288.0,0
69.0,315.0,0
49.0,299.0,0
44.0,297.0,0
70.0,326.0,0
72.0,300.0,0
66.0,306.0,0
66.0,303.0,0
40.0,278.0,0
29.0,254.0,0
24.0,255.0,0
20.0,258.0,0
57.0,265.0,0
51.0,260.0,0
45.0,257.0,0
18.0,273.0,0
53.0,282.0,0
39.0,258.0,0
26.0,227.0,0
23.0,217.0,0
15.0,219.0,0
11.0,233.0,0
28.0,208.0,0
29.0,212.0,0
38.0,233.0,0
23.0,210.0,0
26.0,239.0,0
36.0,210.0,0
27.0,162.0,0
49.0,186.0,0
11.0,185.0,0
23.0,159.0,0
23.0,178.0,0
32.0,167.0,0
37.0,164.0,0
35.0,190.0,0
45.0,180.0,0
12.0,177.0,0
54.0,97.0,0
36.0,131.0,0
25.0,118.0,0
55.0,129.0,0
48.0,120.0,0
37.0,132.0,0
62.0,97.0,0
42.0,107.0,0
39.0,99.0,0
53.0,98.0,0
62.0,95.0,0
66.0,81.0,0
50.0,97.0,0
35.0,91.0,0
68.0,98.0,0
62.0,99.0,0
72.0,84.0,0
35.0,102.0,0
46.0,83.0,0
64.0,73.0,0
69.0,93.0,0
82.0,65.0,0
81.0,92.0,0
68.0,88.0,0
55.0,84.0,0
48.0,101.0,0
59.0,63.0,0
46.0,86.0,0
62.0,90.0,0
49.0,96.0,0
148.0,40.0,0
121.0,18.0,0
120.0,35.0,0
115.0,36.0,0
140.0,27.0,0
138.0,38.0,0
130.0,41.0,0
141.0,18.0,0
135.0,21.0,0
122.0,36.0,0
179.0,4.0,0
188.0,14.0,0
205.0,-6.0,0
188.0,22.0,0
200.0,2.0,0
200.0,4.0,0
182.0,-9.0,0
167.0,23.0,0
178.0,14.0,0
171.0,8.0,0
247.0,4.0,0
250.0,-8.0,0
231.0,-16.0,0
240.0,12.0,0
233.0,-9.0,0
218.0,6.0,0
221.0,-18.0,0
225.0,-7.0,0
239.0,-7.0,0
246.0,-7.0,0
301.0,29.0,0
292.0,1.0,0
302.0,-8.0,0
313.0,4.0,0
296.0,-3.0,0
327.0,20.0,0
320.0,23.0,0
324.0,4.0,0
327.0,18.0,0
329.0,12.0,0
365.0,45.0,0
384.0,44.0,0
393.0,24.0,0
364.0,16.0,0
384.0,14.0,0
363.0,39.0,0
381.0,49.0,0
380.0,33.0,0
384.0,16.0,0
371.0,43.0,0
428.0,77.0,0
434.0,55.0,0
430.0,76.0,0
411.0,68.0,0
438.0,66.0,0
404.0,73.0,0
438.0,47.0,0
406.0,81.0,0
415.0,74.0,0
419.0,56.0,0
452.0,105.0,0
449.0,101.0,0
466.0,119.0,0
464.0,96.0,0
463.0,112.0,0
463.0,116.0,0
463.0,116.0,0
452.0,90.0,0
478.0,108.0,0
452.0,105.0,0
478.0,151.0,0
486.0,143.0,0
493.0,147.0,0
497.0,160.0,0
499.0,172.0,0
479.0,156.0,0
484.0,173.0,0
499.0,169.0,0
478.0,174.0,0
505.0,148.0,0
484.0,196.0,0
509.0,192.0,0
482.0,204.0,0
506.0,229.0,0
486.0,197.0,0
485.0,216.0,0
476.0,206.0,0
486.0,218.0,0
510.0,212.0,0
505.0,206.0,0
495.0,249.0,0
508.0,243.0,0
480.0,258.0,0
473.0,238.0,0
507.0,254.0,0
502.0,268.0,0
497.0,258.0,0
488.0,267.0,0
498.0,242.0,0
493.0,260.0,0
496.0,283.0,0
500.0,257.0,0
465.0,270.0,0
471.0,286.0,0
482.0,263.0,0
467.0,270.0,0
502.0,267.0,0
474.0,261.0,0
501.0,281.0,0
487.0,261.0,0
466.0,326.0,0
473.0,294.0,0
455.0,323.0,0
489.0,294.0,0
466.0,306.0,0
487.0,329.0,0
463.0,310.0,0
460.0,311.0,0
479.0,312.0,0
461.0,324.0,0
439.0,329.0,0
458.0,348.0,0
472.0,342.0,0
452.0,324.0,0
448.0,343.0,0
458.0,332.0,0
469.0,353.0,0
451.0,337.0,0
458.0,357.0,0
441.0,357.0,0
447.0,336.0,0
433.0,335.0,0
432.0,351.0,0
426.0,339.0,0
447.0,355.0,0
435.0,358.0,0
464.0,364.0,0
430.0,363.0,0
452.0,363.0,0
446.0,372.0,0
447.0,374.0,0
429.0,386.0,0
433.0,387.0,0
427.0,378.0,0
454.0,376.0,0
452.0,386.0,0
432.0,368.0,0
449.0,367.0,0
454.0,360.0,0
453.0,373.0,0
374.0,391.0,0
399.0,400.0,0
402.0,420.0,0
397.0,393.0,0
402.0,398.0,0
373.0,391.0,0
406.0,410.0,0
372.0,409.0,0
391.0,384.0,0
377.0,401.0,0
359.0,436.0,0
368.0,441.0,0
333.0,447.0,0
365.0,432.0,0
336.0,441.0,0
345.0,449.0,0
355.0,458.0,0
364.0,455.0,0
346.0,435.0,0
357.0,433.0,0
307.0,473.0,0
317.0,449.0,0
311.0,459.0,0
315.0,464.0,0
324.0,449.0,0
322.0,440.0,0
299.0,470.0,0
304.0,474.0,0
325.0,476.0,0
309.0,438.0,0
253.0,457.0,0
231.0,448.0,0
258.0,461.0,0
252.0,465.0,0
236.0,442.0,0
247.0,475.0,0
251.0,463.0,0
249.0,467.0,0
236.0,458.0,0
266.0,474.0,0
207.0,443.0,0
197.0,471.0,0
196.0,470.0,0
191.0,453.0,0
217.0,433.0,0
203.0,457.0,0
190.0,443.0,0
202.0,473.0,0
201.0,445.0,0
226.0,461.0,0
178.0,451.0,0
158.0,453.0,0
171.0,458.0,0
157.0,439.0,0
179.0,464.0,0
171.0,427.0,0
177.0,433.0,0
188.0,432.0,0
150.0,428.0,0
157.0,444.0,0
157.0,424.0,0
161.0,448.0,0
130.0,418.0,0
145.0,422.0,0
138.0,447.0,0
160.0,431.0,0
126.0,431.0,0
157.0,444.0,0
151.0,452.0,0
136.0,450.0,0
104.0,427.0,0
104.0,410.0,0
97.0,438.0,0
114.0,414.0,0
132.0,405.0,0
129.0,432.0,0
115.0,429.0,0
113.0,421.0,0
102.0,430.0,0
97.0,425.0,0
83.0,416.0,0
107.0,409.0,0
85.0,401.0,0
72.0,399.0,0
95.0,432.0,0
88.0,425.0,0
88.0,423.0,0
93.0,399.0,0
99.0,420.0,0
105.0,399.0,0
51.0,398.0,0
83.0,410.0,0
57.0,415.0,0
76.0,416.0,0
61.0,416.0,0
81.0,399.0,0
55.0,393.0,0
81.0,407.0,0
53.0,404.0,0
54.0,387.0,0
25.0,368.0,0
48.0,383.0,0
19.0,382.0,0
35.0,368.0,0
43.0,370.0,0
40.0,392.0,0
43.0,359.0,0
43.0,385.0,0
31.0,383.0,0
