x,y,label
310.0,391.0,0
303.0,417.0,0
277.0,404.0,0
304.0,405.0,0
284.0,400.0,0
283.0,416.0,0
310.0,421.0,0
276.0,401.0,0
298.0,403.0,0
274.0,408.0,0
339.0,415.0,0
324.0,408.0,0
337.0,413.0,0
312.0,400.0,0
333.0,377.0,0
346.0,378.0,0
334.0,413.0,0
329.0,384.0,0
345.0,389.0,0
309.0,398.0,0
352.0,464.0,0
351.0,447.0,0
354.0,469.0,0
362.0,457.0,0
352.0,483.0,0
334.0,471.0,0
359.0,468.0,0
330.0,454.0,0
333.0,459.0,0
349.0,467.0,0
290.0,438.0,0
327.0,415.0,0
300.0,450.0,0
292.0,443.0,0
317.0,416.0,0
304.0,429.0,0
295.0,445.0,0
329.0,418.0,0
294.0,433.0,0
297.0,450.0,0
292.0,380.0,0
304.0,372.0,0
290.0,359.0,0
303.0,379.0,0
313.0,349.0,0
288.0,370.0,0
293.0,362.0,0
292.0,376.0,0
318.0,355.0,0
304.0,358.0,0
385.0,316.0,0
361.0,316.0,0
372.0,329.0,0
388.0,312.0,0
375.0,296.0,0
378.0,330.0,0
368.0,300.0,0
382.0,333.0,0
369.0,306.0,0
386.0,320.0,0
319.0,294.0,0
304.0,281.0,0
309.0,287.0,0
320.0,303.0,0
307.0,293.0,0
321.0,314.0,0
296.0,298.0,0
305.0,306.0,0
300.0,294.0,0
314.0,310.0,0
223.0,298.0,0
208.0,305.0,0
212.0,302.0,0
220.0,306.0,0
208.0,298.0,0
216.0,315.0,0
247.0,295.0,0
243.0,323.0,0
246.0,296.0,0
210.0,315.0,0
256.0,246.0,0
234.0,231.0,0
248.0,259.0,0
224.0,228.0,0
259.0,230.0,0
260.0,249.0,0
241.0,240.0,0
226.0,259.0,0
232.0,225.0,0
252.0,231.0,0
231.0,279.0,0
222.0,264.0,0
233.0,280.0,0
240.0,281.0,0
242.0,257.0,0
244.0,270.0,0
254.0,286.0,0
223.0,277.0,0
244.0,263.0,0
246.0,259.0,0
240.0,266.0,0
221.0,266.0,0
221.0,265.0,0
249.0,282.0,0
231.0,271.0,0
245.0,294.0,0
248.0,284.0,0
249.0,264.0,0
256.0,258.0,0
228.0,257.0,0
204.0,240.0,0
195.0,238.0,0
167.0,243.0,0
171.0,259.0,0
182.0,256.0,0
179.0,247.0,0
178.0,230.0,0
202.0,251.0,0
170.0,241.0,0
169.0,224.0,0
167.0,251.0,0
190.0,253.0,0
196.0,235.0,0
187.0,225.0,0
184.0,243.0,0
174.0,254.0,0
199.0,230.0,0
186.0,223.0,0
175.0,231.0,0
170.0,262.0,0
234.0,194.0,0
222.0,189.0,0
218.0,186.0,0
246.0,203.0,0
231.0,185.0,0
247.0,179.0,0
213.0,175.0,0
208.0,178.0,0
229.0,200.0,0
235.0,200.0,0
189.0,210.0,0
182.0,207.0,0
213.0,221.0,0
199.0,199.0,0
218.0,223.0,0
220.0,209.0,0
201.0,204.0,0
216.0,218.0,0
188.0,210.0,0
188.0,227.0,0
192.0,193.0,0
210.0,200.0,0
207.0,227.0,0
214.0,192.0,0
214.0,197.0,0
217.0,227.0,0
212.0,220.0,0
193.0,190.0,0
220.0,211.0,0
208.0,226.0,0
205.0,298.0,0
188.0,318.0,0
186.0,305.0,0
223.0,325.0,0
197.0,298.0,0
186.0,285.0,0
208.0,302.0,0
220.0,297.0,0
191.0,302.0,0
192.0,311.0,0
166.0,313.0,0
152.0,337.0,0
138.0,351.0,0
164.0,329.0,0
139.0,331.0,0
160.0,353.0,0
164.0,348.0,0
161.0,328.0,0
146.0,331.0,0
158.0,320.0,0
181.0,280.0,0
156.0,274.0,0
175.0,289.0,0
166.0,256.0,0
159.0,258.0,0
157.0,275.0,0
160.0,289.0,0
152.0,288.0,0
180.0,255.0,0
146.0,284.0,0
148.0,262.0,0
177.0,274.0,0
160.0,285.0,0
177.0,259.0,0
154.0,273.0,0
156.0,294.0,0
171.0,270.0,0
179.0,257.0,0
146.0,269.0,0
161.0,285.0,0
90.0,333.0,0
101.0,329.0,0
83.0,332.0,0
120.0,309.0,0
101.0,327.0,0
106.0,298.0,0
98.0,313.0,0
108.0,308.0,0
89.0,326.0,0
99.0,316.0,0
158.0,299.0,0
152.0,317.0,0
144.0,297.0,0
159.0,284.0,0
157.0,321.0,0
155.0,302.0,0
155.0,292.0,0
140.0,288.0,0
159.0,307.0,0
169.0,304.0,0
159.0,301.0,0
160.0,315.0,0
133.0,297.0,0
158.0,322.0,0
133.0,285.0,0
164.0,306.0,0
167.0,286.0,0
128.0,312.0,0
147.0,292.0,0
144.0,300.0,0
101.0,358.0,0
93.0,360.0,0
74.0,364.0,0
80.0,363.0,0
99.0,335.0,0
88.0,371.0,0
103.0,346.0,0
87.0,361.0,0
86.0,364.0,0
98.0,363.0,0
40.0,370.0,0
21.0,381.0,0
32.0,377.0,0
21.0,357.0,0
10.0,354.0,0
37.0,373.0,0
34.0,365.0,0
11.0,382.0,0
25.0,370.0,0
32.0,378.0,0
120.0,358.0,0
109.0,342.0,0
120.0,356.0,0
111.0,331.0,0
139.0,332.0,0
129.0,348.0,0
134.0,337.0,0
141.0,352.0,0
120.0,361.0,0
120.0,358.0,0
75.0,358.0,0
63.0,373.0,0
71.0,367.0,0
71.0,334.0,0
56.0,366.0,0
45.0,365.0,0
60.0,353.0,0
71.0,361.0,0
67.0,369.0,0
72.0,334.0,0
251.0,293.0,0
271.0,315.0,0
290.0,310.0,0
269.0,311.0,0
273.0,288.0,0
273.0,284.0,0
286.0,300.0,0
279.0,315.0,0
271.0,309.0,0
281.0,295.0,0
319.0,346.0,0
328.0,326.0,0
331.0,323.0,0
295.0,318.0,0
308.0,324.0,0
308.0,337.0,0
296.0,344.0,0
295.0,356.0,0
315.0,328.0,0
319.0,331.0,0
337.0,348.0,0
349.0,328.0,0
358.0,362.0,0
330.0,348.0,0
332.0,337.0,0
338.0,358.0,0
346.0,335.0,0
351.0,327.0,0
358.0,336.0,0
338.0,341.0,0
352.0,442.0,0
346.0,415.0,0
369.0,409.0,0
338.0,439.0,0
346.0,424.0,0
349.0,441.0,0
334.0,426.0,0
353.0,405.0,0
367.0,431.0,0
331.0,438.0,0
334.0,456.0,0
337.0,446.0,0
330.0,448.0,0
310.0,428.0,0
315.0,452.0,0
300.0,459.0,0
337.0,438.0,0
300.0,437.0,0
312.0,443.0,0
313.0,455.0,0
298.0,349.0,0
309.0,378.0,0
305.0,368.0,0
321.0,368.0,0
301.0,345.0,0
311.0,356.0,0
309.0,366.0,0
337.0,372.0,0
331.0,383.0,0
312.0,366.0,0
317.0,348.0,0
330.0,368.0,0
326.0,348.0,0
321.0,381.0,0
324.0,349.0,0
308.0,372.0,0
323.0,348.0,0
312.0,354.0,0
316.0,368.0,0
329.0,378.0,0
95.0,426.0,1
100.0,418.0,1
78.0,432.0,1
83.0,427.0,1
87.0,404.0,1
86.0,406.0,1
100.0,430.0,1
109.0,434.0,1
83.0,399.0,1
86.0,430.0,1
97.0,438.0,1
89.0,421.0,1
100.0,435.0,1
79.0,407.0,1
106.0,414.0,1
82.0,436.0,1
114.0,405.0,1
115.0,418.0,1
84.0,407.0,1
104.0,438.0,1
233.0,401.0,1
248.0,416.0,1
249.0,423.0,1
242.0,396.0,1
253.0,394.0,1
257.0,420.0,1
229.0,423.0,1
223.0,412.0,1
262.0,407.0,1
262.0,427.0,1
242.0,334.0,1
231.0,356.0,1
266.0,365.0,1
265.0,369.0,1
241.0,368.0,1
230.0,359.0,1
260.0,345.0,1
245.0,369.0,1
252.0,338.0,1
266.0,360.0,1
139.0,401.0,1
158.0,409.0,1
139.0,395.0,1
152.0,392.0,1
175.0,420.0,1
178.0,423.0,1
178.0,409.0,1
172.0,390.0,1
169.0,422.0,1
147.0,388.0,1
182.0,360.0,1
217.0,372.0,1
198.0,361.0,1
218.0,385.0,1
184.0,381.0,1
212.0,357.0,1
208.0,356.0,1
199.0,386.0,1
197.0,356.0,1
189.0,353.0,1
208.0,426.0,1
195.0,432.0,1
182.0,426.0,1
209.0,406.0,1
212.0,417.0,1
202.0,419.0,1
204.0,441.0,1
191.0,429.0,1
217.0,422.0,1
197.0,419.0,1
117.0,456.0,1
115.0,470.0,1
134.0,457.0,1
142.0,473.0,1
113.0,443.0,1
140.0,445.0,1
140.0,465.0,1
128.0,459.0,1
145.0,458.0,1
151.0,479.0,1
112.0,451.0,1
127.0,477.0,1
141.0,479.0,1
139.0,459.0,1
120.0,471.0,1
148.0,460.0,1
152.0,468.0,1
139.0,458.0,1
115.0,471.0,1
148.0,478.0,1
340.0,220.0,1
340.0,215.0,1
334.0,202.0,1
327.0,233.0,1
328.0,234.0,1
328.0,230.0,1
334.0,208.0,1
316.0,227.0,1
349.0,205.0,1
342.0,227.0,1
311.0,231.0,1
313.0,229.0,1
310.0,230.0,1
324.0,216.0,1
295.0,219.0,1
308.0,228.0,1
299.0,233.0,1
302.0,215.0,1
287.0,201.0,1
321.0,210.0,1
312.0,232.0,1
310.0,216.0,1
284.0,214.0,1
286.0,215.0,1
297.0,222.0,1
318.0,201.0,1
290.0,210.0,1
308.0,200.0,1
314.0,199.0,1
293.0,230.0,1
247.0,114.0,1
262.0,111.0,1
278.0,117.0,1
271.0,107.0,1
245.0,102.0,1
269.0,124.0,1
271.0,119.0,1
248.0,119.0,1
259.0,105.0,1
285.0,130.0,1
211.0,98.0,1
193.0,100.0,1
195.0,94.0,1
200.0,99.0,1
190.0,107.0,1
202.0,92.0,1
174.0,98.0,1
187.0,116.0,1
177.0,130.0,1
212.0,122.0,1
214.0,103.0,1
177.0,96.0,1
207.0,108.0,1
212.0,97.0,1
188.0,126.0,1
178.0,116.0,1
205.0,107.0,1
176.0,111.0,1
178.0,129.0,1
198.0,125.0,1
357.0,150.0,1
330.0,142.0,1
347.0,163.0,1
352.0,135.0,1
362.0,148.0,1
356.0,149.0,1
356.0,129.0,1
345.0,154.0,1
354.0,136.0,1
358.0,161.0,1
428.0,254.0,1
422.0,245.0,1
413.0,228.0,1
433.0,248.0,1
412.0,254.0,1
432.0,221.0,1
444.0,254.0,1
425.0,246.0,1
425.0,231.0,1
412.0,223.0,1
443.0,236.0,1
419.0,229.0,1
433.0,240.0,1
427.0,228.0,1
409.0,244.0,1
417.0,235.0,1
427.0,245.0,1
419.0,256.0,1
408.0,229.0,1
440.0,256.0,1
382.0,203.0,1
373.0,208.0,1
383.0,199.0,1
392.0,209.0,1
376.0,177.0,1
408.0,210.0,1
376.0,176.0,1
405.0,196.0,1
375.0,214.0,1
393.0,211.0,1
400.0,199.0,1
383.0,213.0,1
376.0,179.0,1
385.0,206.0,1
391.0,191.0,1
386.0,205.0,1
389.0,186.0,1
385.0,204.0,1
378.0,177.0,1
379.0,201.0,1
402.0,179.0,1
398.0,183.0,1
382.0,181.0,1
411.0,209.0,1
383.0,212.0,1
388.0,211.0,1
385.0,177.0,1
382.0,176.0,1
408.0,210.0,1
398.0,207.0,1
298.0,145.0,1
278.0,173.0,1
261.0,147.0,1
261.0,179.0,1
285.0,150.0,1
267.0,174.0,1
293.0,145.0,1
299.0,167.0,1
288.0,178.0,1
300.0,152.0,1
275.0,149.0,1
294.0,154.0,1
298.0,168.0,1
269.0,150.0,1
292.0,155.0,1
293.0,167.0,1
262.0,145.0,1
261.0,173.0,1
297.0,147.0,1
271.0,173.0,1
264.0,163.0,1
301.0,183.0,1
299.0,150.0,1
281.0,171.0,1
269.0,152.0,1
278.0,159.0,1
273.0,179.0,1
274.0,179.0,1
278.0,164.0,1
275.0,143.0,1
370.0,257.0,1
340.0,262.0,1
340.0,251.0,1
362.0,254.0,1
337.0,244.0,1
357.0,250.0,1
347.0,245.0,1
373.0,255.0,1
347.0,244.0,1
361.0,242.0,1
342.0,247.0,1
349.0,238.0,1
362.0,246.0,1
342.0,269.0,1
343.0,254.0,1
370.0,269.0,1
343.0,270.0,1
370.0,267.0,1
365.0,273.0,1
345.0,258.0,1
409.0,253.0,1
394.0,251.0,1
404.0,240.0,1
389.0,266.0,1
396.0,232.0,1
393.0,227.0,1
382.0,255.0,1
395.0,236.0,1
395.0,259.0,1
387.0,234.0,1
490.0,379.0,1
484.0,382.0,1
470.0,389.0,1
470.0,390.0,1
468.0,388.0,1
495.0,378.0,1
470.0,397.0,1
482.0,390.0,1
473.0,358.0,1
484.0,382.0,1
459.0,355.0,1
468.0,353.0,1
460.0,349.0,1
460.0,361.0,1
463.0,383.0,1
483.0,375.0,1
475.0,368.0,1
451.0,360.0,1
487.0,352.0,1
465.0,387.0,1
395.0,400.0,1
394.0,408.0,1
399.0,374.0,1
425.0,399.0,1
399.0,400.0,1
410.0,408.0,1
410.0,384.0,1
386.0,413.0,1
397.0,395.0,1
410.0,409.0,1
435.0,315.0,1
412.0,297.0,1
407.0,331.0,1
434.0,301.0,1
420.0,329.0,1
435.0,301.0,1
419.0,321.0,1
402.0,329.0,1
430.0,327.0,1
435.0,309.0,1
437.0,291.0,1
427.0,326.0,1
408.0,310.0,1
401.0,299.0,1
417.0,305.0,1
425.0,309.0,1
401.0,296.0,1
406.0,313.0,1
418.0,304.0,1
410.0,298.0,1
419.0,383.0,1
436.0,351.0,1
434.0,366.0,1
423.0,379.0,1
452.0,372.0,1
447.0,382.0,1
444.0,345.0,1
446.0,379.0,1
454.0,370.0,1
423.0,359.0,1
436.0,448.0,1
454.0,442.0,1
473.0,432.0,1
446.0,425.0,1
454.0,443.0,1
449.0,443.0,1
434.0,430.0,1
469.0,428.0,1
468.0,427.0,1
443.0,442.0,1
208.0,475.0,1
219.0,461.0,1
220.0,471.0,1
234.0,461.0,1
232.0,452.0,1
235.0,448.0,1
222.0,484.0,1
232.0,470.0,1
219.0,481.0,1
213.0,446.0,1
157.0,437.0,1
163.0,419.0,1
155.0,430.0,1
167.0,452.0,1
185.0,424.0,1
161.0,422.0,1
192.0,449.0,1
163.0,430.0,1
177.0,435.0,1
165.0,440.0,1
45.0,449.0,1
51.0,457.0,1
54.0,469.0,1
59.0,462.0,1
75.0,454.0,1
66.0,474.0,1
67.0,455.0,1
82.0,470.0,1
80.0,461.0,1
61.0,456.0,1
58.0,462.0,1
46.0,462.0,1
84.0,449.0,1
81.0,462.0,1
71.0,450.0,1
47.0,475.0,1
53.0,444.0,1
57.0,457.0,1
68.0,442.0,1
68.0,449.0,1
91.0,85.0,1
95.0,93.0,1
90.0,92.0,1
94.0,96.0,1
89.0,110.0,1
104.0,93.0,1
110.0,77.0,1
96.0,105.0,1
90.0,111.0,1
79.0,108.0,1
143.0,134.0,1
137.0,148.0,1
142.0,150.0,1
159.0,155.0,1
160.0,126.0,1
143.0,136.0,1
132.0,128.0,1
138.0,129.0,1
123.0,139.0,1
133.0,122.0,1
116.0,188.0,1
127.0,176.0,1
103.0,185.0,1
108.0,179.0,1
106.0,198.0,1
132.0,193.0,1
114.0,185.0,1
116.0,183.0,1
115.0,176.0,1
135.0,194.0,1
117.0,124.0,1
99.0,153.0,1
99.0,142.0,1
122.0,129.0,1
112.0,123.0,1
116.0,133.0,1
129.0,141.0,1
117.0,122.0,1
100.0,149.0,1
104.0,137.0,1
